"R0000100","R0173600","R0214700","R0214800","R0263710","R0446810","R0702510","R0709400","R0709500","R0712100","R0712200","R0712300","R0712400","R0712500","R0833200","R0833400","R0840100","R0841010","R0854110","R0896711"
34,1,3,1,600,700,900,1,1,1,4,800,1,10,3,81,1,900,740,1
35,5,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
36,1,3,1,-4,498,437,1,1,0,-4,-4,-4,-4,10,81,1,437,400,1
37,5,3,2,437,507,587,0,1,0,-4,-4,-4,-4,2,81,1,587,-4,1
38,5,3,2,-4,337,486,1,1,0,-4,-4,-4,-4,6,81,1,486,-4,1
39,1,3,1,-5,302,510,0,1,0,-4,-4,-4,-4,2,82,1,510,475,1
40,2,3,1,-4,-4,625,0,1,0,-4,-4,-4,-4,2,82,1,625,-4,1
41,2,3,1,-4,-4,458,1,1,1,3,400,1,1,9,81,1,458,375,1
42,1,3,1,333,-4,475,0,0,-4,-4,-4,-4,-4,1,82,1,475,235,1
43,6,3,2,280,350,2142,0,1,0,-4,-4,-4,-4,11,81,1,2142,320,0
44,5,3,2,-4,465,412,0,1,0,-4,-4,-4,-4,2,81,1,412,-4,0
45,1,3,1,686,743,600,1,1,1,1,400,1,1,4,81,1,600,-4,1
46,5,3,2,325,428,453,0,1,0,-4,-4,-4,-4,3,81,1,453,-4,0
47,1,3,1,827,980,1070,1,1,0,-4,-4,-4,-4,3,81,1,1070,-4,0
48,2,3,1,824,-5,500,1,1,0,-4,-4,-4,-4,2,82,0,650,500,1
49,5,3,2,549,550,700,1,1,1,2,20000,3,10,6,81,1,700,-4,1
50,5,3,2,377,551,768,0,1,0,-4,-4,-4,-4,2,81,1,768,-4,1
51,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
52,1,3,1,707,700,817,0,1,0,-4,-4,-4,-4,2,81,1,817,-4,1
53,4,1,1,-4,400,337,0,1,0,-4,-4,-4,-4,11,81,1,337,-4,0
54,1,3,1,-4,760,629,0,1,0,-4,-4,-4,-4,2,81,1,629,-4,1
55,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
56,5,3,2,-4,300,350,1,1,0,-4,-4,-4,-4,8,81,1,350,-4,1
57,5,3,2,300,-4,431,0,1,0,-4,-4,-4,-4,12,81,0,-4,431,1
58,5,3,2,520,600,666,-3,-3,-3,-3,-3,-3,-3,1,81,1,666,-4,1
59,1,3,1,525,600,672,1,1,0,-4,-4,-4,-4,2,81,1,672,-4,1
60,1,3,1,400,520,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
61,5,3,2,500,367,447,1,0,-4,-4,-4,-4,-4,2,81,1,447,-4,1
62,5,3,2,-4,-4,360,0,1,0,-4,-4,-4,-4,9,81,1,360,-4,1
63,1,3,1,-4,-4,450,0,1,0,-4,-4,-4,-4,7,81,1,450,500,1
64,1,3,1,312,375,525,0,1,0,-4,-4,-4,-4,2,81,1,525,-4,1
65,5,3,2,340,333,540,0,1,0,-4,-4,-4,-4,8,81,1,540,-4,1
66,1,3,1,-4,1000,337,0,1,0,-4,-4,-4,-4,11,81,1,337,-4,1
67,1,3,1,410,1041,1081,0,1,1,3,181500,5,3,3,81,1,1081,-4,1
68,5,3,2,320,-4,500,0,1,1,1,500,1,7,6,81,1,500,-4,0
69,1,3,1,-4,76,142,0,1,0,-4,-4,-4,-4,1,81,1,142,-4,1
70,1,3,1,291,-4,312,0,0,-4,-4,-4,-4,-4,1,82,1,312,350,1
71,1,3,1,311,360,342,0,1,0,-4,-4,-4,-4,12,81,1,342,375,0
72,5,3,2,-4,-4,1333,0,1,1,1,337,1,10,8,81,1,1333,-4,1
73,1,3,1,-4,-4,231,0,0,-4,-4,-4,-4,-4,6,81,1,231,-4,0
74,5,3,2,416,464,400,1,1,1,1,370,1,2,11,81,1,400,-4,1
75,5,3,2,320,-4,333,0,1,0,-4,-4,-4,-4,12,81,1,333,400,1
76,1,3,1,-4,500,400,0,1,0,-4,-4,-4,-4,1,82,1,400,-4,1
77,5,3,2,-4,-4,100,0,1,0,-4,-4,-4,-4,6,81,1,100,-4,0
78,5,3,2,630,750,598,0,1,1,2,1100000,6,10,1,81,1,598,-4,1
79,1,3,1,-4,425,440,1,1,0,-4,-4,-4,-4,3,81,1,440,-4,0
80,1,3,1,-4,-4,350,0,1,1,1,380,1,9,6,81,1,350,-4,0
81,1,3,1,-4,410,-4,-4,-4,-4,-4,-4,-4,-4,3,81,1,-4,-4,-3
82,3,2,1,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
83,3,2,1,-4,189,189,1,0,-4,-4,-4,-4,-4,2,81,1,189,-4,0
84,3,2,1,-4,-4,195,0,0,-4,-4,-4,-4,-4,7,81,1,195,-4,0
85,3,2,1,-4,416,375,0,1,0,-4,-4,-4,-4,4,81,1,375,-4,0
86,7,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
87,3,2,1,-4,-4,377,0,1,0,-4,-4,-4,-4,2,82,1,377,-4,1
88,3,2,1,1200,472,673,1,0,-4,-4,-4,-4,-4,1,81,1,673,-4,1
89,7,2,2,-4,336,400,1,1,0,-4,-4,-4,-4,10,81,1,400,342,1
90,1,3,1,500,508,342,0,1,0,-4,-4,-4,-4,8,81,1,342,536,0
91,5,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
92,5,3,2,240,450,312,0,1,1,2,350,1,6,7,81,1,312,300,1
93,1,3,1,625,400,395,1,1,0,-4,-4,-4,-4,1,81,1,395,-4,1
94,1,3,1,714,697,732,0,1,0,-4,-4,-4,-4,5,81,1,732,-4,1
95,5,3,2,337,437,440,0,1,0,-4,-4,-4,-4,8,81,1,440,482,1
96,6,3,2,407,-4,350,0,1,0,-4,-4,-4,-4,2,82,1,350,-4,1
97,5,3,2,450,519,240,0,1,0,-4,-4,-4,-4,2,81,1,240,-4,0
98,6,3,2,405,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
99,5,3,2,437,-5,625,1,1,0,-4,-4,-4,-4,3,80,1,625,-4,1
100,5,3,2,291,446,500,1,1,0,-4,-4,-4,-4,1,81,1,500,-4,1
101,1,3,1,-4,896,966,0,1,1,13,2100000,6,7,1,81,1,966,-4,1
102,5,3,2,-4,-4,337,0,1,0,-4,-4,-4,-4,4,81,1,337,-4,1
103,1,3,1,-4,648,1166,-3,-3,-3,-3,-3,-3,-3,9,81,1,1166,769,1
104,5,3,2,595,512,598,1,0,-4,-4,-4,-4,-4,3,81,1,598,-4,1
105,6,3,2,595,669,748,1,1,1,2,11500,3,1,3,81,1,748,-4,1
106,1,3,1,350,490,500,1,1,0,-4,-4,-4,-4,2,81,1,500,-4,0
107,1,3,1,335,360,400,0,1,0,-4,-4,-4,-4,8,81,0,-4,400,1
108,1,3,1,300,318,425,0,1,0,-4,-4,-4,-4,9,81,1,425,363,1
109,5,3,2,-4,394,455,1,1,0,-4,-4,-4,-4,9,81,1,455,405,1
110,1,3,1,682,912,640,0,1,0,-4,-4,-4,-4,4,81,1,640,-4,1
111,5,3,2,337,416,432,1,1,0,-4,-4,-4,-4,3,81,1,432,-4,1
112,5,3,2,312,-4,350,1,1,0,-4,-4,-4,-4,10,81,1,350,-4,0
113,1,3,1,340,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
114,1,3,1,916,846,1000,1,1,0,-4,-4,-4,-4,2,81,1,1000,-4,1
115,5,3,2,-4,-4,400,0,0,-4,-4,-4,-4,-4,11,81,1,400,340,0
116,5,3,2,-4,350,360,0,0,-4,-4,-4,-4,-4,3,81,1,360,-4,1
117,1,3,1,-4,-4,700,0,0,-4,-4,-4,-4,-4,6,81,1,700,-4,1
118,5,3,2,300,362,350,0,1,0,-4,-4,-4,-4,4,81,1,350,-4,0
119,1,3,1,262,-4,340,0,1,1,1,340,1,10,3,81,1,340,-4,0
120,1,3,1,400,650,571,0,0,-4,-4,-4,-4,-4,11,81,1,571,650,1
121,5,3,2,200,-4,-4,0,0,-4,-4,-4,-4,-4,9,81,1,-4,-4,1
122,1,3,1,342,-4,600,1,0,-4,-4,-4,-4,-4,2,81,1,600,-4,1
123,1,3,1,365,405,435,0,1,0,-4,-4,-4,-4,3,81,1,435,-4,1
124,5,3,2,-4,-4,250,0,1,0,-4,-4,-4,-4,5,81,1,250,-4,1
125,1,3,1,425,467,444,1,1,1,2,300,1,9,3,81,1,444,-4,1
126,1,3,1,350,621,961,1,1,0,-4,-4,-4,-4,3,81,1,961,-4,1
127,1,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
128,5,3,2,521,488,537,1,1,0,-4,-4,-4,-4,2,82,1,537,542,1
129,1,3,1,-4,-4,425,0,1,0,-4,-4,-4,-4,6,81,1,425,-4,0
130,6,3,2,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
131,6,3,2,200,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
132,6,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
133,5,3,2,266,287,345,0,1,0,-4,-4,-4,-4,10,81,1,345,355,1
134,1,3,1,515,700,787,0,0,-4,-4,-4,-4,-4,2,81,1,787,-4,1
135,1,3,1,-4,240,352,1,0,-4,-4,-4,-4,-4,11,81,1,352,-4,1
136,5,3,2,300,-5,-4,-4,-4,-4,-4,-4,-4,-4,2,80,1,300,-4,0
137,5,3,2,-4,-4,582,1,0,-4,-4,-4,-4,-4,10,81,1,582,400,1
138,5,3,2,500,500,650,0,1,0,-4,-4,-4,-4,2,81,1,650,-4,1
139,1,3,1,312,337,340,1,1,0,-4,-4,-4,-4,2,81,1,340,350,1
140,5,3,2,-4,427,595,0,1,1,5,1000000,6,9,1,81,1,595,-4,1
141,5,3,2,312,-4,350,0,1,0,-4,-4,-4,-4,6,81,1,350,-4,0
142,1,3,1,500,500,730,0,1,0,-4,-4,-4,-4,2,81,1,730,-4,1
143,5,3,2,340,500,487,0,1,0,-4,-4,-4,-4,12,81,1,487,-4,1
144,5,3,2,100,200,200,1,0,-4,-4,-4,-4,-4,2,81,1,200,-4,1
145,1,3,1,311,-4,345,0,1,0,-4,-4,-4,-4,3,81,1,345,-4,0
146,1,3,1,500,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
147,5,3,2,336,230,500,1,1,0,-4,-4,-4,-4,2,81,1,500,-4,1
148,1,3,1,-4,307,406,1,1,0,-4,-4,-4,-4,7,81,1,406,355,1
149,5,3,2,-4,337,350,0,1,0,-4,-4,-4,-4,2,81,1,350,-4,1
150,1,3,1,334,415,404,1,1,0,-4,-4,-4,-4,2,81,1,404,-4,1
151,5,3,2,500,500,375,1,0,-4,-4,-4,-4,-4,1,82,1,375,-4,1
152,5,3,2,300,390,437,1,1,1,1,500,1,2,3,81,1,437,-4,1
153,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
154,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
155,1,3,1,-4,405,578,0,1,0,-4,-4,-4,-4,3,81,1,578,285,1
156,1,3,1,-5,-4,-4,0,0,-4,-4,-4,-4,-4,3,81,1,-4,-4,1
157,5,3,2,800,480,720,0,1,0,-4,-4,-4,-4,3,81,1,720,500,1
158,5,3,2,461,435,542,1,1,0,-4,-4,-4,-4,6,81,1,542,-4,1
159,5,3,2,520,800,600,0,0,-4,-4,-4,-4,-4,3,81,1,600,-4,1
160,5,3,2,311,337,582,1,1,0,-4,-4,-4,-4,1,82,1,582,500,1
161,5,3,2,360,360,800,1,1,0,-4,-4,-4,-4,2,81,1,800,-4,0
162,1,3,1,375,375,375,1,1,1,1,350,1,6,3,81,1,375,-4,1
163,1,3,1,335,400,666,1,1,0,-4,-4,-4,-4,6,81,1,666,-4,1
164,5,3,2,350,363,376,0,1,0,-4,-4,-4,-4,8,81,1,376,-4,1
165,5,3,2,385,412,507,1,1,0,-4,-4,-4,-4,2,81,1,507,650,1
166,1,3,1,345,380,366,0,1,0,-4,-4,-4,-4,12,81,1,366,600,1
167,5,3,2,-4,300,627,1,1,0,-4,-4,-4,-4,2,81,1,627,-4,1
168,3,2,1,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
169,7,2,2,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
170,5,3,2,-4,-5,625,0,0,-4,-4,-4,-4,-4,9,80,1,625,-4,1
171,1,3,1,-4,650,550,1,0,-4,-4,-4,-4,-4,3,81,1,550,-4,1
172,6,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
173,1,3,1,300,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
174,8,1,2,388,-4,568,0,1,0,-4,-4,-4,-4,4,81,1,568,-4,1
175,5,3,2,-5,-4,300,0,0,-4,-4,-4,-4,-4,12,81,1,300,-4,1
176,5,3,2,225,347,625,0,1,1,2,-4,7,9,6,81,1,625,625,0
177,1,3,1,400,375,487,1,0,-4,-4,-4,-4,-4,7,81,1,487,375,1
178,1,3,1,500,570,727,0,0,-4,-4,-4,-4,-4,2,81,1,727,-4,1
179,5,3,2,437,437,562,1,1,0,-4,-4,-4,-4,2,81,1,562,-4,1
180,5,3,2,-4,412,430,0,1,0,-4,-4,-4,-4,2,81,1,430,-4,1
181,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
182,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
183,5,3,2,545,555,755,1,0,-4,-4,-4,-4,-4,3,81,1,755,-4,1
184,5,3,2,332,415,541,1,1,0,-4,-4,-4,-4,3,81,1,541,-4,1
185,1,3,1,-4,-4,241,1,0,-4,-4,-4,-4,-4,1,82,1,241,-4,1
186,5,3,2,350,333,535,0,1,1,2,215,1,6,10,81,1,535,-4,1
187,1,3,1,-4,-4,333,0,1,0,-4,-4,-4,-4,8,81,1,333,-4,0
188,5,3,2,360,362,409,1,1,0,-4,-4,-4,-4,6,81,1,409,512,1
189,1,3,1,350,350,400,0,1,0,-4,-4,-4,-4,3,81,1,400,-4,1
190,5,3,2,-4,335,335,0,1,0,-4,-4,-4,-4,3,81,1,335,495,1
191,1,3,1,-4,-4,327,0,1,1,1,370,1,10,4,81,1,327,-4,0
192,5,3,2,-4,335,335,0,0,-4,-4,-4,-4,-4,1,82,1,335,-4,1
193,1,3,1,400,500,1081,1,1,0,-4,-4,-4,-4,9,81,1,1081,-4,1
194,1,3,1,-4,-4,300,0,0,-4,-4,-4,-4,-4,5,81,1,300,-4,0
195,1,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
196,1,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
197,5,3,2,-4,357,274,0,1,0,-4,-4,-4,-4,1,82,1,274,-4,-3
198,1,3,1,294,275,400,0,1,0,-4,-4,-4,-4,3,81,1,400,-4,1
199,1,3,1,-4,666,744,0,0,-4,-4,-4,-4,-4,4,81,1,744,-4,1
200,5,3,2,500,491,385,1,0,-4,-4,-4,-4,-4,12,81,1,385,575,1
201,1,3,1,508,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
202,1,3,1,-4,321,500,0,1,0,-4,-4,-4,-4,10,81,1,500,-4,0
203,8,1,2,310,412,535,1,0,-4,-4,-4,-4,-4,5,81,1,535,412,1
204,8,1,2,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
205,8,1,2,-4,-4,428,-3,-3,-3,-3,-3,-3,-3,12,81,1,428,-4,0
206,1,3,1,308,-5,550,1,1,0,-4,-4,-4,-4,4,80,1,550,-4,1
207,1,3,1,-4,333,416,1,0,-4,-4,-4,-4,-4,3,81,0,481,416,1
208,6,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
209,1,3,1,555,777,750,0,0,-4,-4,-4,-4,-4,2,81,1,750,-4,1
210,1,3,1,300,-5,335,0,0,-4,-4,-4,-4,-4,9,81,1,335,500,1
211,5,3,2,-4,-4,395,0,1,0,-4,-4,-4,-4,5,81,1,395,-4,1
212,1,3,1,500,673,1375,0,0,-4,-4,-4,-4,-4,2,81,1,1375,-4,1
213,1,3,1,375,355,200,0,1,1,1,315,1,1,2,81,1,200,-4,0
214,1,3,1,-4,550,437,0,1,1,6,375,1,10,2,81,1,437,-4,1
215,1,3,1,465,465,695,1,0,-4,-4,-4,-4,-4,1,82,1,695,560,1
216,5,3,2,387,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
217,1,3,1,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
218,1,3,1,793,913,923,1,1,1,2,1500000,6,9,2,81,1,923,-4,1
219,5,3,2,337,-4,812,0,1,0,-4,-4,-4,-4,9,81,1,812,400,1
220,5,3,2,325,437,721,0,1,0,-4,-4,-4,-4,3,81,1,721,-4,1
221,7,2,2,-4,-4,335,0,1,0,-4,-4,-4,-4,7,81,1,335,-4,0
222,3,2,1,2000,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-3
223,3,2,1,-4,333,416,0,0,-4,-4,-4,-4,-4,3,81,1,416,-4,1
224,7,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
225,4,1,1,405,-4,1111,0,0,-4,-4,-4,-4,-4,1,81,1,1111,-4,1
226,4,1,1,-5,320,-4,-4,-4,-4,-4,-4,-4,-4,1,81,1,-4,-4,0
227,7,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
228,8,1,2,-4,-5,58,0,0,-4,-4,-4,-4,-4,3,81,1,58,-4,1
229,5,3,2,312,-4,-4,1,1,0,-4,-4,-4,-4,1,82,1,-4,-4,1
230,1,3,1,-4,-4,350,0,1,0,-4,-4,-4,-4,6,81,1,350,-4,0
231,5,3,2,525,598,626,1,1,0,-4,-4,-4,-4,2,81,1,626,-4,1
232,1,3,1,300,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
233,1,3,1,200,265,225,0,0,-4,-4,-4,-4,-4,2,81,1,225,-4,1
234,2,3,1,265,330,390,1,1,0,-4,-4,-4,-4,3,81,1,390,-4,0
235,1,3,1,310,410,425,0,0,-4,-4,-4,-4,-4,2,81,1,425,-4,1
236,5,3,2,350,-4,335,0,0,-4,-4,-4,-4,-4,5,81,1,335,-4,1
237,5,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
238,6,3,2,250,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
239,6,3,2,321,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
240,6,3,2,-4,345,500,1,0,-4,-4,-4,-4,-4,10,81,1,500,425,1
241,2,3,1,111,-4,330,0,1,0,-4,-4,-4,-4,7,81,1,330,-4,0
242,5,3,2,361,454,600,1,1,1,1,460,1,9,2,81,1,600,475,1
243,1,3,1,833,673,673,1,1,0,-4,-4,-4,-4,2,81,1,673,-4,1
244,5,3,2,-4,-4,100,0,0,-4,-4,-4,-4,-4,5,81,1,100,-4,1
245,5,3,2,-4,-4,365,1,1,0,-4,-4,-4,-4,7,81,1,365,-4,0
246,1,3,1,-4,-4,400,0,0,-4,-4,-4,-4,-4,5,81,1,400,335,0
247,2,3,1,510,342,316,0,0,-4,-4,-4,-4,-4,5,81,1,316,-4,1
248,2,3,1,450,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
249,6,3,2,-4,340,333,0,0,-4,-4,-4,-4,-4,2,81,1,333,-4,0
250,5,3,2,427,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
251,2,3,1,-5,-4,350,0,0,-4,-4,-4,-4,-4,6,81,1,350,-4,1
252,6,3,2,-5,-4,350,0,1,0,-4,-4,-4,-4,3,82,1,350,-4,1
253,1,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
254,5,3,2,350,335,335,0,1,0,-4,-4,-4,-4,3,81,1,335,-4,1
255,5,3,2,310,345,410,1,1,1,1,-4,-2,6,9,81,1,410,-4,1
256,5,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
257,1,3,1,125,500,286,0,1,0,-4,-4,-4,-4,9,81,1,286,-4,1
258,5,3,2,-4,-4,125,0,0,-4,-4,-4,-4,-4,8,81,1,125,-4,1
259,1,3,1,810,886,1009,1,1,1,2,450,1,1,2,81,1,1009,-4,1
260,1,3,1,310,395,892,1,1,0,-4,-4,-4,-4,6,81,1,892,-4,1
261,1,3,1,320,385,500,1,1,1,1,290,1,9,2,81,1,500,-4,1
262,5,3,2,315,250,425,0,1,0,-4,-4,-4,-4,9,81,1,425,350,1
263,1,3,1,325,400,612,1,1,0,-4,-4,-4,-4,11,81,1,612,-4,1
264,5,3,2,1000,-5,901,1,1,1,2,130000,5,1,5,82,1,901,900,1
265,5,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
266,2,3,1,385,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
267,1,3,1,400,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
268,1,3,1,-4,378,670,0,1,0,-4,-4,-4,-4,8,81,1,670,350,1
269,2,3,1,-4,400,817,0,1,1,2,1600000,6,9,6,81,1,817,425,1
270,1,3,1,-4,-4,333,0,1,0,-4,-4,-4,-4,3,81,1,333,-4,1
271,5,3,2,100,125,125,0,0,-4,-4,-4,-4,-4,3,81,1,125,335,1
272,5,3,2,372,400,497,0,1,0,-4,-4,-4,-4,3,81,1,497,-4,0
273,1,3,1,-4,425,576,0,1,0,-4,-4,-4,-4,3,81,1,576,-4,0
274,2,3,1,572,-4,432,0,1,0,-4,-4,-4,-4,3,81,1,432,426,1
275,6,3,2,335,395,350,1,1,1,1,335,1,6,8,81,1,350,375,1
276,5,3,2,-4,500,421,0,1,0,-4,-4,-4,-4,6,81,1,421,250,1
277,1,3,1,324,375,566,0,1,0,-4,-4,-4,-4,2,81,1,566,-4,1
278,5,3,2,310,400,400,1,1,0,-4,-4,-4,-4,1,81,1,400,-4,1
279,1,3,1,-4,550,277,0,0,-4,-4,-4,-4,-4,2,81,1,277,-4,0
280,5,3,2,-4,363,250,0,1,1,1,2000,2,1,4,81,1,250,-4,1
281,1,3,1,263,250,-4,0,1,0,-4,-4,-4,-4,2,81,1,-4,375,1
282,5,3,2,100,340,335,0,0,-4,-4,-4,-4,-4,9,81,1,335,345,1
283,4,1,1,-4,289,500,1,1,0,-4,-4,-4,-4,9,81,1,500,425,0
284,4,1,1,525,525,562,1,1,0,-4,-4,-4,-4,2,81,1,562,-4,0
285,8,1,2,289,210,435,0,1,0,-4,-4,-4,-4,3,81,1,435,-4,1
286,8,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
287,5,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
288,5,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
289,5,3,2,-4,340,266,0,1,0,-4,-4,-4,-4,4,81,1,266,-4,0
290,8,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
291,3,2,1,-4,-4,250,0,1,0,-4,-4,-4,-4,6,81,1,250,-4,0
292,5,3,2,528,617,673,1,1,1,1,1050000,6,2,3,81,1,673,-4,1
293,5,3,2,532,752,-4,0,1,0,-4,-4,-4,-4,2,81,1,-4,-4,1
294,5,3,2,312,769,625,1,1,1,1,325,1,1,3,81,1,625,-4,1
295,1,3,1,228,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
296,1,3,1,310,-4,403,0,1,0,-4,-4,-4,-4,1,82,1,403,385,1
297,5,3,2,152,500,500,1,1,1,2,500,1,2,2,81,1,500,-4,1
298,8,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
299,4,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
300,4,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
301,4,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
302,4,1,1,-4,-4,250,0,0,-4,-4,-4,-4,-4,11,81,1,250,-4,1
303,4,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
304,4,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
305,8,1,2,-4,-4,240,0,1,0,-4,-4,-4,-4,3,81,1,240,-4,1
306,3,2,1,-4,-4,328,0,1,0,-4,-4,-4,-4,9,81,1,328,-4,0
307,5,3,2,375,487,525,0,0,-4,-4,-4,-4,-4,3,81,1,525,-4,1
308,1,3,1,430,500,500,0,1,0,-4,-4,-4,-4,6,81,1,500,-4,1
309,1,3,1,700,745,1307,0,0,-4,-4,-4,-4,-4,3,81,1,1307,-4,1
310,1,3,1,320,687,800,0,0,-4,-4,-4,-4,-4,4,81,1,800,-4,0
311,1,3,1,-4,-4,450,0,0,-4,-4,-4,-4,-4,9,81,1,450,-4,0
312,5,3,2,-4,-4,425,0,1,0,-4,-4,-4,-4,2,81,1,425,335,1
313,1,3,1,-4,-4,350,0,1,0,-4,-4,-4,-4,9,81,1,350,-4,0
314,5,3,2,-5,552,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
315,1,3,1,300,325,490,0,0,-4,-4,-4,-4,-4,2,82,1,490,350,1
316,1,3,1,-4,335,-4,0,1,0,-4,-4,-4,-4,2,81,1,-4,-4,0
317,1,3,1,-4,-4,584,0,1,1,4,400,1,3,6,81,1,584,-4,1
318,1,3,1,450,380,450,0,1,0,-4,-4,-4,-4,3,81,1,450,-4,1
319,5,3,2,-4,-4,800,0,1,0,-4,-4,-4,-4,6,81,1,800,-4,1
320,1,3,1,639,-4,830,1,0,-4,-4,-4,-4,-4,1,82,1,830,465,1
321,5,3,2,400,1333,500,0,1,0,-4,-4,-4,-4,3,81,1,500,-4,1
322,5,3,2,375,500,510,0,1,0,-4,-4,-4,-4,3,81,1,510,400,1
323,1,3,1,700,800,1300,0,1,0,-4,-4,-4,-4,4,81,1,1300,-4,1
324,1,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
325,1,3,1,-4,-4,350,0,1,1,1,335,1,9,7,81,1,350,-4,0
326,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
