"R0000100","R0173600","R0214700","R0214800","R0263710","R0446810","R0702510","R0709400","R0709500","R0712100","R0712200","R0712300","R0712400","R0712500","R0833200","R0833400","R0840100","R0841010","R0854110","R0896711"
11628,15,3,1,-4,445,495,0,1,0,-4,-4,-4,-4,3,81,1,495,-4,1
11629,17,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
11630,15,3,1,-4,950,950,1,0,-4,-4,-4,-4,-4,3,81,1,950,-4,1
11631,15,3,1,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
11632,15,3,1,-4,-4,450,0,1,0,-4,-4,-4,-4,11,81,1,450,-4,0
11633,18,3,2,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
11634,15,3,1,-4,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
11635,15,3,1,-5,-5,250,0,0,-4,-4,-4,-4,-4,2,82,1,250,-4,1
11636,16,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
11637,17,1,1,-5,450,649,1,1,0,-4,-4,-4,-4,3,81,1,649,-4,1
11638,15,3,1,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
11639,18,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
11640,18,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
11641,18,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
11642,18,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,8,81,0,-4,660,1
11643,15,3,1,-4,-4,365,0,0,-4,-4,-4,-4,-4,1,82,1,365,-4,0
11644,15,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,81,1,-4,-4,0
11645,19,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
11646,15,3,1,-4,475,525,1,0,-4,-4,-4,-4,-4,2,81,1,525,-4,1
11647,19,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
11648,15,3,1,-4,-4,909,0,1,0,-4,-4,-4,-4,4,81,1,909,-4,0
11649,15,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
11650,18,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
11651,16,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
11652,18,3,2,-4,396,445,1,1,1,1,360,1,6,2,81,1,445,-4,1
11653,15,3,1,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
11654,15,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,5,81,0,450,-4,1
11655,15,3,1,-4,-4,547,1,1,1,2,450,1,6,11,81,1,547,400,1
11656,15,3,1,-4,-5,490,0,1,0,-4,-4,-4,-4,2,82,1,490,-4,1
11657,15,3,1,-4,375,-4,0,1,0,-4,-4,-4,-4,6,81,1,-4,-4,0
11658,16,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,81,0,625,-4,1
11659,15,3,1,-4,900,560,0,1,0,-4,-4,-4,-4,4,81,1,560,-4,0
11660,15,3,1,875,-4,782,0,1,0,-4,-4,-4,-4,1,82,1,782,800,1
11661,15,3,1,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11662,17,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
11663,15,3,1,-4,-4,500,0,1,1,3,800,1,1,9,81,0,-4,500,-3
11664,16,2,1,-4,-4,335,0,1,0,-4,-4,-4,-4,8,81,1,335,-4,0
11665,15,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
11666,15,3,1,-4,-4,450,0,1,0,-4,-4,-4,-4,3,81,1,450,-4,1
11667,15,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
11668,15,3,1,-4,-4,600,0,0,-4,-4,-4,-4,-4,5,81,1,600,-4,0
11669,15,3,1,-5,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11670,15,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
11671,15,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10,81,0,500,-4,1
11672,15,3,1,-4,514,722,0,1,1,1,500,1,3,2,81,1,722,-4,1
11673,15,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
11674,15,3,1,-4,350,-4,-4,-4,-4,-4,-4,-4,-4,2,81,0,-4,-4,1
11675,15,3,1,-4,425,666,1,1,0,-4,-4,-4,-4,8,81,1,666,562,1
11676,16,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
11677,15,3,1,-4,514,750,1,1,1,1,30000,3,9,9,81,1,750,-4,1
11678,15,3,1,-4,460,466,1,0,-4,-4,-4,-4,-4,3,81,1,466,600,1
11679,15,3,1,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
11680,15,3,1,-4,-4,1075,0,1,0,-4,-4,-4,-4,2,81,1,1075,-4,0
11681,15,3,1,-4,-4,300,0,1,0,-4,-4,-4,-4,9,81,1,300,-4,1
11682,15,3,1,-4,350,360,1,0,-4,-4,-4,-4,-4,3,81,1,360,350,1
11683,15,3,1,-4,-4,500,0,1,0,-4,-4,-4,-4,3,82,1,500,465,1
11684,15,3,1,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11685,15,3,1,-4,348,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
11686,15,3,1,770,-4,500,0,1,1,1,-4,7,1,6,81,1,500,-4,0
11687,15,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
11688,15,3,1,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11689,15,3,1,-4,250,-4,-4,-4,-4,-4,-4,-4,-4,3,81,1,-4,-4,0
11690,15,3,1,-5,-4,575,0,1,0,-4,-4,-4,-4,3,81,1,575,-4,0
11691,15,3,1,-4,592,511,0,1,0,-4,-4,-4,-4,9,81,1,511,-4,1
11692,15,3,1,-4,-4,920,0,1,1,1,700,1,10,7,81,1,920,-4,1
11693,15,3,1,-5,-4,636,0,1,0,-4,-4,-4,-4,8,81,1,636,-4,1
11694,15,3,1,-4,-4,490,0,1,0,-4,-4,-4,-4,7,81,1,490,-4,1
11695,15,3,1,352,500,660,0,1,0,-4,-4,-4,-4,5,81,1,660,500,1
11696,16,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
11697,15,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
11698,15,3,1,-4,-4,335,0,1,0,-4,-4,-4,-4,6,81,1,335,-4,0
11699,15,3,1,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11700,15,3,1,-4,-4,412,0,1,0,-4,-4,-4,-4,1,82,1,412,-4,1
11701,15,3,1,-4,450,1100,1,1,0,-4,-4,-4,-4,4,81,1,1100,-4,1
11702,15,3,1,-4,-4,775,1,1,0,-4,-4,-4,-4,5,81,1,775,-4,1
11703,15,3,1,-4,431,900,1,1,0,-4,-4,-4,-4,11,81,1,900,570,1
11704,15,3,1,-4,-4,475,0,1,1,1,425,1,10,9,81,1,475,-4,1
11705,18,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
11706,18,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
11707,15,3,1,-4,-4,777,0,1,1,2,20000,3,10,12,81,1,777,1055,1
11708,18,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
11709,18,3,2,-4,-4,111,0,1,0,-4,-4,-4,-4,3,82,1,111,-4,1
11710,18,3,2,413,-4,450,0,1,1,1,425,1,2,6,81,1,450,-4,1
11711,18,3,2,-4,795,581,0,1,1,1,87500,5,2,10,81,1,581,-4,1
11712,15,3,1,-4,-4,800,0,1,0,-4,-4,-4,-4,6,81,1,800,-4,1
11713,18,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
11714,18,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
11715,15,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
11716,15,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
11717,18,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
11718,18,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
11719,18,3,2,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
11720,15,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
11721,15,3,1,-4,-4,-4,0,0,-4,-4,-4,-4,-4,2,82,1,-4,-4,1
11722,15,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
11723,15,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
11724,15,3,1,-4,-4,1265,0,0,-4,-4,-4,-4,-4,10,81,1,1265,-4,1
11725,18,3,2,-4,-4,453,0,1,0,-4,-4,-4,-4,12,81,1,453,439,0
11726,18,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
11727,15,3,1,-4,-4,450,0,0,-4,-4,-4,-4,-4,2,82,1,450,525,1
11728,15,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,81,0,-4,-4,1
11729,15,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
11730,15,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,12,81,0,-4,-4,1
11731,18,3,2,-4,-4,365,1,1,0,-4,-4,-4,-4,10,81,1,365,-4,1
11732,18,3,2,-4,-4,366,0,1,0,-4,-4,-4,-4,3,82,1,366,-4,1
11733,18,3,2,-4,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
11734,18,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
11735,15,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
11736,15,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
11737,15,3,1,-4,-4,425,1,1,0,-4,-4,-4,-4,10,81,1,425,500,0
11738,17,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10,81,0,565,-4,1
11739,18,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
11740,15,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10,81,0,-4,-4,1
11741,18,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
11742,18,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
11743,18,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
11744,18,3,2,310,335,335,0,1,0,-4,-4,-4,-4,9,81,1,335,-4,1
11745,15,3,1,370,-4,416,1,0,-4,-4,-4,-4,-4,6,81,1,416,625,1
11746,19,2,2,-4,-4,425,0,1,0,-4,-4,-4,-4,9,81,1,425,-4,1
11747,18,3,2,310,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11748,15,3,1,-4,-4,325,0,1,0,-4,-4,-4,-4,11,81,1,325,-4,1
11749,15,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
11750,1,3,1,333,480,560,1,0,-4,-4,-4,-4,-4,3,81,1,560,-4,1
11751,1,3,1,571,550,-4,1,0,-4,-4,-4,-4,-4,10,81,1,-4,-4,1
11752,7,2,2,302,-4,350,0,1,0,-4,-4,-4,-4,9,81,1,350,-4,0
11753,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11754,1,3,1,950,1045,1130,0,1,1,2,600,1,1,4,81,1,1130,-4,1
11755,1,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
11756,5,3,2,-5,497,-4,-3,-3,-3,-3,-3,-3,-3,6,81,1,-4,-4,-3
11757,5,3,2,200,400,345,0,1,1,1,335,1,10,8,81,1,345,-4,1
11758,1,3,1,-4,-4,340,0,1,0,-4,-4,-4,-4,7,81,1,340,-4,0
11759,1,3,1,-4,-4,350,0,1,0,-4,-4,-4,-4,10,81,1,350,366,0
11760,3,2,1,-4,-4,140,0,1,0,-4,-4,-4,-4,5,81,1,140,-4,0
11761,7,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
11762,3,2,1,-4,550,775,1,1,0,-4,-4,-4,-4,9,81,0,-4,775,1
11763,3,2,1,562,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
11764,7,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
11765,7,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
11766,7,2,2,-5,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11767,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11768,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11769,5,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
11770,1,3,1,-4,485,234,0,1,0,-4,-4,-4,-4,3,81,1,234,-4,1
11771,3,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11772,8,1,2,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11773,8,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
11774,5,3,2,310,-4,581,0,1,0,-4,-4,-4,-4,3,82,1,581,500,0
11775,1,3,1,-4,365,335,1,1,0,-4,-4,-4,-4,10,81,1,335,360,1
11776,3,2,1,672,400,500,1,1,0,-4,-4,-4,-4,12,81,1,500,475,1
11777,7,2,2,502,1181,1222,1,1,1,3,25000,3,1,3,81,1,1222,-4,1
11778,7,2,2,350,366,437,1,1,0,-4,-4,-4,-4,2,82,1,437,-4,1
11779,5,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
11780,1,3,1,-4,1000,937,0,1,0,-4,-4,-4,-4,3,81,1,937,625,1
11781,5,3,2,-4,350,360,0,1,0,-4,-4,-4,-4,3,81,1,360,-4,0
11782,1,3,1,310,350,812,0,1,0,-4,-4,-4,-4,1,82,1,812,-4,1
11783,5,3,2,275,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
11784,5,3,2,350,400,440,1,0,-4,-4,-4,-4,-4,3,81,1,440,-4,1
11785,8,1,2,250,415,625,1,1,0,-4,-4,-4,-4,3,81,1,625,-4,1
11786,8,1,2,-4,-4,400,0,1,0,-4,-4,-4,-4,7,81,1,400,-4,1
11787,5,3,2,375,364,355,0,0,-4,-4,-4,-4,-4,3,81,1,355,-4,0
11788,1,3,1,595,383,550,0,1,0,-4,-4,-4,-4,11,81,1,550,375,1
11789,5,3,2,270,166,250,1,0,-4,-4,-4,-4,-4,5,81,1,250,-4,0
11790,1,3,1,-4,-4,508,0,1,0,-4,-4,-4,-4,12,81,1,508,-4,1
11791,1,3,1,-4,-4,303,0,1,0,-4,-4,-4,-4,7,81,1,303,-4,0
11792,5,3,2,315,-4,400,0,0,-4,-4,-4,-4,-4,6,81,1,400,-4,1
11793,1,3,1,-4,-4,400,0,1,0,-4,-4,-4,-4,5,81,1,400,-4,0
11794,5,3,2,155,100,358,0,1,0,-4,-4,-4,-4,3,81,1,358,-4,1
11795,6,3,2,2500,432,444,0,1,0,-4,-4,-4,-4,8,81,1,444,-4,0
11796,3,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
11797,7,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
11798,7,2,2,116,-4,335,0,1,1,1,335,1,10,3,81,1,335,335,1
11799,3,2,1,-4,-4,335,0,1,1,1,335,1,1,6,81,1,335,-4,0
11800,5,3,2,600,-4,650,1,1,0,-4,-4,-4,-4,2,82,1,650,-4,1
11801,3,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
11802,7,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
11803,5,3,2,375,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11804,1,3,1,-4,-5,-4,-4,-4,-4,-4,-4,-4,-4,5,81,0,240,-4,1
11805,1,3,1,-4,-5,335,0,1,1,1,335,1,2,10,81,1,335,-4,1
11806,1,3,1,-4,300,342,0,1,0,-4,-4,-4,-4,3,81,1,342,366,1
11807,5,3,2,100,335,287,0,1,1,1,340,1,6,3,81,1,287,-4,0
11808,5,3,2,449,509,538,1,1,0,-4,-4,-4,-4,5,81,1,538,-4,1
11809,1,3,1,500,550,355,0,1,0,-4,-4,-4,-4,3,81,1,355,-4,1
11810,1,3,1,509,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
11811,5,3,2,333,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
11812,5,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
11813,5,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
11814,5,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
11815,5,3,2,-4,335,78,0,0,-4,-4,-4,-4,-4,2,82,1,78,-4,1
11816,5,3,2,550,1000,920,0,1,0,-4,-4,-4,-4,3,81,1,920,-4,1
11817,2,3,1,650,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
11818,6,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
11819,5,3,2,425,393,450,0,1,0,-4,-4,-4,-4,4,81,1,450,-4,0
11820,1,3,1,500,-4,300,0,1,0,-4,-4,-4,-4,1,82,1,300,-4,1
11821,1,3,1,380,2000,865,0,1,1,8,1500000,6,2,5,81,1,865,-4,1
11822,1,3,1,310,350,375,1,1,0,-4,-4,-4,-4,3,81,1,375,425,1
11823,1,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
11824,1,3,1,-4,-4,384,0,1,1,1,335,1,6,2,82,1,384,355,1
11825,3,2,1,-4,-4,525,0,1,0,-4,-4,-4,-4,7,81,1,525,-4,1
11826,7,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
11827,7,2,2,-4,-4,333,0,1,1,1,5000,3,1,10,81,1,333,-4,1
11828,3,2,1,408,-4,-4,0,1,0,-4,-4,-4,-4,3,81,1,-4,-4,-3
11829,3,2,1,-4,-4,662,1,1,0,-4,-4,-4,-4,10,81,1,662,995,1
11830,3,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
11831,8,1,2,310,325,370,1,1,0,-4,-4,-4,-4,4,81,1,370,-4,1
11832,8,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
11833,4,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
11834,5,3,2,321,392,357,1,0,-4,-4,-4,-4,-4,3,81,1,357,335,1
11835,5,3,2,310,336,175,0,1,1,2,350,1,9,3,82,1,175,340,1
11836,3,2,1,-4,-4,322,0,1,0,-4,-4,-4,-4,10,81,1,322,-4,0
11837,3,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
11838,7,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
11839,7,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
11840,3,2,1,-4,312,365,0,1,0,-4,-4,-4,-4,12,81,1,365,365,0
11841,3,2,1,380,600,791,0,1,0,-4,-4,-4,-4,3,82,1,791,-4,1
11842,7,2,2,512,-4,312,0,1,0,-4,-4,-4,-4,4,81,1,312,-4,0
11843,4,1,1,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11844,4,1,1,-4,265,407,0,1,1,1,335,1,8,9,81,1,407,260,0
11845,8,1,2,-4,350,400,1,0,-4,-4,-4,-4,-4,11,81,1,400,390,1
11846,4,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
11847,5,3,2,200,725,444,1,1,1,1,300,1,2,3,81,1,444,-4,1
11848,7,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
11849,3,2,1,-4,335,400,0,1,0,-4,-4,-4,-4,6,81,1,400,310,1
11850,5,3,2,-4,-4,83,0,0,-4,-4,-4,-4,-4,10,81,1,83,-4,0
11851,5,3,2,576,576,717,0,1,0,-4,-4,-4,-4,4,81,1,717,-4,1
11852,1,3,1,-4,-4,-4,0,1,1,2,500,1,6,11,81,1,-4,-4,1
11853,5,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
11854,7,2,2,290,352,340,0,1,0,-4,-4,-4,-4,9,81,1,340,-4,1
11855,7,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
11856,7,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
11857,1,3,1,706,726,1106,0,1,0,-4,-4,-4,-4,4,81,1,1106,-4,1
11858,6,3,2,332,-4,500,1,0,-4,-4,-4,-4,-4,1,82,1,500,500,1
11859,7,2,2,319,-4,250,0,1,0,-4,-4,-4,-4,6,81,1,250,-4,0
11860,4,1,1,528,-4,700,0,0,-4,-4,-4,-4,-4,11,81,1,700,-4,0
11861,8,1,2,400,435,372,1,0,-4,-4,-4,-4,-4,4,81,1,372,455,0
11862,5,3,2,400,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11863,1,3,1,-4,600,759,1,1,0,-4,-4,-4,-4,4,81,1,759,-4,1
11864,4,1,1,-4,-4,500,0,0,-4,-4,-4,-4,-4,8,81,1,500,-4,1
11865,5,3,2,-4,350,386,0,1,0,-4,-4,-4,-4,7,81,1,386,-4,1
11866,5,3,2,350,335,350,1,0,-4,-4,-4,-4,-4,8,81,1,350,375,1
11867,5,3,2,412,-4,344,0,1,0,-4,-4,-4,-4,3,81,1,344,-4,0
11868,5,3,2,-4,335,403,0,1,1,2,335,1,9,8,81,1,403,-4,1
11869,5,3,2,485,617,730,1,1,0,-4,-4,-4,-4,12,81,1,730,-4,1
11870,5,3,2,315,335,335,1,1,0,-4,-4,-4,-4,11,81,1,335,-4,1
11871,5,3,2,325,290,250,1,1,0,-4,-4,-4,-4,2,82,0,-4,335,1
11872,1,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
11873,5,3,2,833,400,500,0,1,1,1,350,1,2,3,81,1,500,-4,1
11874,5,3,2,125,425,576,1,1,0,-4,-4,-4,-4,3,81,1,576,-4,1
11875,1,3,1,-4,-4,175,0,1,1,1,335,1,8,1,82,1,175,325,1
11876,5,3,2,-4,581,377,1,1,0,-4,-4,-4,-4,4,82,1,377,348,1
11877,5,3,2,-4,345,335,0,0,-4,-4,-4,-4,-4,5,82,1,335,-4,1
11878,5,3,2,-4,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
11879,5,3,2,240,523,463,0,1,0,-4,-4,-4,-4,1,82,0,-4,463,1
11880,1,3,1,415,-4,1000,0,1,0,-4,-4,-4,-4,8,81,1,1000,-4,0
11881,5,3,2,377,415,472,1,0,-4,-4,-4,-4,-4,3,81,1,472,-4,1
11882,5,3,2,99,335,375,0,1,0,-4,-4,-4,-4,8,81,1,375,-4,1
11883,4,1,1,444,-4,461,1,1,1,1,335,1,10,8,81,1,461,-4,1
11884,4,1,1,-4,348,559,0,0,-4,-4,-4,-4,-4,3,81,1,559,-4,1
11885,8,1,2,-4,483,531,0,1,0,-4,-4,-4,-4,3,81,1,531,-4,1
11886,5,3,2,350,350,175,1,0,-4,-4,-4,-4,-4,8,81,1,175,145,1
11887,1,3,1,375,400,425,1,1,0,-4,-4,-4,-4,3,81,1,425,-4,1
11888,1,3,1,431,-4,424,0,1,0,-4,-4,-4,-4,3,81,1,424,-4,1
11889,1,3,1,312,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11890,4,1,1,354,475,525,0,1,0,-4,-4,-4,-4,3,81,1,525,-4,1
11891,8,1,2,310,335,325,1,0,-4,-4,-4,-4,-4,4,81,1,325,-4,1
11892,3,2,1,639,775,1187,1,0,-4,-4,-4,-4,-4,7,81,1,1187,775,1
11893,1,3,1,390,411,560,0,1,0,-4,-4,-4,-4,12,81,1,560,325,1
11894,5,3,2,450,375,368,1,0,-4,-4,-4,-4,-4,11,81,1,368,-4,1
11895,3,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11896,7,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11897,1,3,1,350,-4,328,-3,-3,-3,-3,-3,-3,-3,4,82,1,328,337,1
11898,5,3,2,-4,-4,477,0,1,0,-4,-4,-4,-4,4,81,1,477,-4,1
11899,5,3,2,310,-4,403,0,0,-4,-4,-4,-4,-4,6,81,1,403,-4,0
11900,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11901,5,3,2,400,375,480,0,1,1,1,-4,7,10,4,81,1,480,400,1
11902,5,3,2,514,596,668,1,1,0,-4,-4,-4,-4,3,81,1,668,-4,1
